Jan 05, 2021 9:51:24 AM org.apache.karaf.main.Main launch
INFO: Installing and starting initial bundles
Jan 05, 2021 9:51:24 AM org.apache.karaf.main.Main launch
INFO: All initial bundles installed and set to start
Jan 05, 2021 9:51:24 AM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Trying to lock C:\Users\fangwainam\WIF3006_OSGI_Project\karaf-runtime\lock
Jan 05, 2021 9:51:24 AM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Lock acquired
Jan 05, 2021 9:51:24 AM org.apache.karaf.main.Main$KarafLockCallback lockAcquired
INFO: Lock acquired. Setting startlevel to 100
2021-01-05T09:51:25,325 | INFO  | CM Configuration Updater (Update: pid=org.ops4j.pax.logging) | EventAdminConfigurationNotifier  | 6 - org.ops4j.pax.logging.pax-logging-log4j2 - 1.11.7 | Sending Event Admin notification (configuration successful) to org/ops4j/pax/logging/Configuration
2021-01-05T09:51:40,308 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.eclipse.jetty.websocket/websocket-common/9.4.31.v20200723
2021-01-05T09:51:40,314 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.eclipse.jetty.websocket/javax-websocket-client-impl/9.4.31.v20200723
2021-01-05T09:51:40,320 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.eclipse.jetty.websocket/javax-websocket-server-impl/9.4.31.v20200723
2021-01-05T09:51:40,326 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.eclipse.jetty.websocket/websocket-server/9.4.31.v20200723
2021-01-05T09:51:40,331 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.eclipse.jetty.websocket/websocket-servlet/9.4.31.v20200723
2021-01-05T09:51:40,335 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.eclipse.jetty/jetty-xml/9.4.31.v20200723
2021-01-05T09:51:40,340 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.ow2.asm/asm/8.0.1
2021-01-05T09:51:40,345 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.ow2.asm/asm-commons/8.0.1
2021-01-05T09:51:40,349 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.ow2.asm/asm-tree/8.0.1
2021-01-05T09:51:40,353 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.ops4j.pax.url/pax-url-war/2.6.2/jar/uber
2021-01-05T09:51:40,365 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.ops4j.pax.web/pax-web-api/7.2.19
2021-01-05T09:51:40,371 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.ops4j.pax.web/pax-web-deployer/7.2.19
2021-01-05T09:51:40,375 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.ops4j.pax.web/pax-web-descriptor/7.2.19
2021-01-05T09:51:40,379 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.ops4j.pax.web/pax-web-extender-war/7.2.19
2021-01-05T09:51:40,384 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.ops4j.pax.web/pax-web-extender-whiteboard/7.2.19
2021-01-05T09:51:40,389 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.ops4j.pax.web/pax-web-jetty/7.2.19
2021-01-05T09:51:40,397 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.ops4j.pax.web/pax-web-jsp/7.2.19
2021-01-05T09:51:40,408 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.ops4j.pax.web/pax-web-runtime/7.2.19
2021-01-05T09:51:40,415 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.ops4j.pax.web/pax-web-spi/7.2.19
2021-01-05T09:51:40,421 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.osgi/org.osgi.util.function/1.0.0
2021-01-05T09:51:40,426 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.osgi/org.osgi.util.promise/1.0.0
2021-01-05T09:51:40,633 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 | Starting bundles:
2021-01-05T09:51:40,650 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   javax.servlet-api/3.1.0
2021-01-05T09:51:40,652 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.apache.aries.spifly.dynamic.bundle/1.2.4
2021-01-05T09:51:40,685 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.eclipse.jetty.util/9.4.31.v20200723
2021-01-05T09:51:40,686 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.eclipse.jetty.io/9.4.31.v20200723
2021-01-05T09:51:40,687 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.eclipse.jetty.http/9.4.31.v20200723
2021-01-05T09:51:40,717 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.eclipse.jetty.jmx/9.4.31.v20200723
2021-01-05T09:51:40,718 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.eclipse.jetty.server/9.4.31.v20200723
2021-01-05T09:51:40,720 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.eclipse.jetty.servlets/9.4.31.v20200723
2021-01-05T09:51:40,721 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.eclipse.jetty.continuation/9.4.31.v20200723
2021-01-05T09:51:40,725 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.ops4j.pax.web.pax-web-deployer/7.2.19
2021-01-05T09:51:40,726 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.eclipse.jetty.client/9.4.31.v20200723
2021-01-05T09:51:40,728 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.apache.geronimo.specs.geronimo-jaspic_1.0_spec/1.1.0
2021-01-05T09:51:40,731 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.eclipse.jetty.security.jaspi/9.4.31.v20200723
2021-01-05T09:51:40,739 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.eclipse.jetty.security/9.4.31.v20200723
2021-01-05T09:51:40,741 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.eclipse.jetty.servlet/9.4.31.v20200723
2021-01-05T09:51:40,742 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.eclipse.jetty.websocket.common/9.4.31.v20200723
2021-01-05T09:51:40,760 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.eclipse.jetty.websocket.api/9.4.31.v20200723
2021-01-05T09:51:40,762 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.eclipse.jetty.websocket.servlet/9.4.31.v20200723
2021-01-05T09:51:40,764 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.eclipse.jetty.websocket.server/9.4.31.v20200723
2021-01-05T09:51:40,768 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.eclipse.jetty.xml/9.4.31.v20200723
2021-01-05T09:51:40,770 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.eclipse.jetty.webapp/9.4.31.v20200723
2021-01-05T09:51:40,771 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.ops4j.pax.url.war/2.6.2
2021-01-05T09:51:40,782 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.ops4j.pax.web.pax-web-descriptor/7.2.19
2021-01-05T09:51:40,783 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.eclipse.jetty.proxy/9.4.31.v20200723
2021-01-05T09:51:40,785 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.ops4j.pax.web.pax-web-api/7.2.19
2021-01-05T09:51:40,786 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.eclipse.jetty.jaas/9.4.31.v20200723
2021-01-05T09:51:40,787 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.osgi.util.function/1.0.0.201505202023
2021-01-05T09:51:40,789 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.osgi.util.promise/1.0.0.201505202023
2021-01-05T09:51:40,790 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.apache.felix.scr/2.1.24
2021-01-05T09:51:40,855 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.eclipse.jdt.core.compiler.batch/3.11.1.v20150902-1521
2021-01-05T09:51:40,863 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.apache.karaf.scr.management/4.2.10
2021-01-05T09:51:40,891 | INFO  | features-3-thread-1 | ServiceComponentRuntimeMBeanImpl | 62 - org.apache.karaf.scr.management - 4.2.10 | Activating the Apache Karaf ServiceComponentRuntime MBean
2021-01-05T09:51:40,892 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   javax.annotation-api/1.3.0
2021-01-05T09:51:40,893 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   javax.websocket-api/1.1.0
2021-01-05T09:51:40,895 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.ops4j.pax.web.pax-web-extender-whiteboard/7.2.19
2021-01-05T09:51:40,919 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.eclipse.jetty.jndi/9.4.31.v20200723
2021-01-05T09:51:40,920 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.ops4j.pax.web.pax-web-spi/7.2.19
2021-01-05T09:51:40,921 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   javax.el-api/3.0.0
2021-01-05T09:51:40,922 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.ops4j.pax.web.pax-web-jsp/7.2.19
2021-01-05T09:51:40,923 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.eclipse.jetty.websocket.client/9.4.31.v20200723
2021-01-05T09:51:40,925 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.eclipse.jetty.websocket.javax.websocket/9.4.31.v20200723
2021-01-05T09:51:40,928 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.eclipse.jetty.websocket.javax.websocket.server/9.4.31.v20200723
2021-01-05T09:51:40,934 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.eclipse.jetty.deploy/9.4.31.v20200723
2021-01-05T09:51:40,936 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.apache.geronimo.specs.geronimo-jta_1.1_spec/1.1.1
2021-01-05T09:51:40,937 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.eclipse.jetty.plus/9.4.31.v20200723
2021-01-05T09:51:40,939 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.eclipse.jetty.util.ajax/9.4.31.v20200723
2021-01-05T09:51:40,940 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.eclipse.jetty.rewrite/9.4.31.v20200723
2021-01-05T09:51:40,941 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.ops4j.pax.web.pax-web-jetty/7.2.19
2021-01-05T09:51:40,973 | INFO  | features-3-thread-1 | log                              | 87 - org.eclipse.jetty.util - 9.4.31.v20200723 | Logging initialized @17742ms to org.eclipse.jetty.util.log.Slf4jLog
2021-01-05T09:51:40,980 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.ops4j.pax.web.pax-web-runtime/7.2.19
2021-01-05T09:51:40,987 | INFO  | features-3-thread-1 | Activator                        | 109 - org.ops4j.pax.web.pax-web-runtime - 7.2.19 | EventAdmin support enabled, servlet events will be postet to topics.
2021-01-05T09:51:40,989 | INFO  | features-3-thread-1 | Activator                        | 109 - org.ops4j.pax.web.pax-web-runtime - 7.2.19 | LogService support enabled, log events will be created.
2021-01-05T09:51:40,991 | INFO  | features-3-thread-1 | Activator                        | 109 - org.ops4j.pax.web.pax-web-runtime - 7.2.19 | Pax Web started
2021-01-05T09:51:41,013 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.ops4j.pax.web.pax-web-extender-war/7.2.19
2021-01-05T09:51:41,047 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.apache.karaf.scr.state/4.2.10
2021-01-05T09:51:41,058 | INFO  | features-3-thread-1 | CommandExtension                 | 36 - org.apache.karaf.shell.core - 4.2.10 | Registering commands for bundle org.apache.karaf.scr.state/4.2.10
2021-01-05T09:51:41,060 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.objectweb.asm/8.0.1
2021-01-05T09:51:41,061 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.objectweb.asm.tree/8.0.1
2021-01-05T09:51:41,063 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.objectweb.asm.commons/8.0.1
2021-01-05T09:51:41,064 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   javax.interceptor-api/1.2.0
2021-01-05T09:51:41,065 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.apache.commons.collections/3.2.2
2021-01-05T09:51:41,066 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   javax.validation.api/1.1.0.Final
2021-01-05T09:51:41,067 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.apache.commons.commons-beanutils/1.9.4
2021-01-05T09:51:41,069 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.apache.servicemix.bundles.commons-digester/1.8.0.4
2021-01-05T09:51:41,070 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.apache.xbean.bundleutils/4.17.0
2021-01-05T09:51:41,071 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.apache.xbean.finder/4.17.0
2021-01-05T09:51:41,073 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.apache.commons.codec/1.11.0
2021-01-05T09:51:41,074 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.apache.servicemix.bundles.javax-inject/1.0.0.2
2021-01-05T09:51:41,075 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   javax.enterprise.cdi-api/1.2.0
2021-01-05T09:51:41,077 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.apache.myfaces.core.impl/2.2.12
2021-01-05T09:51:41,078 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.apache.myfaces.core.api/2.2.12
2021-01-05T09:51:41,087 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 | Done.
2021-01-05T09:51:41,308 | INFO  | paxweb-config-1-thread-1 | JettyFactoryImpl                 | 107 - org.ops4j.pax.web.pax-web-jetty - 7.2.19 | No ALPN class available
2021-01-05T09:51:41,309 | INFO  | paxweb-config-1-thread-1 | JettyFactoryImpl                 | 107 - org.ops4j.pax.web.pax-web-jetty - 7.2.19 | HTTP/2 not available, creating standard ServerConnector for Http
2021-01-05T09:51:41,338 | INFO  | paxweb-config-1-thread-1 | JettyServerImpl                  | 107 - org.ops4j.pax.web.pax-web-jetty - 7.2.19 | Pax Web available at [0.0.0.0]:[8181]
2021-01-05T09:51:41,348 | INFO  | paxweb-config-1-thread-1 | HttpServiceFactoryImpl           | 109 - org.ops4j.pax.web.pax-web-runtime - 7.2.19 | Binding bundle: [org.ops4j.pax.web.pax-web-extender-whiteboard [106]] to http service
2021-01-05T09:51:46,581 | INFO  | FelixStartLevel  | CommandExtension                 | 36 - org.apache.karaf.shell.core - 4.2.10 | Unregistering commands for bundle org.apache.karaf.event/4.2.10
2021-01-05T09:51:46,595 | INFO  | paxweb-config-1-thread-1 | HttpServiceFactoryImpl           | 109 - org.ops4j.pax.web.pax-web-runtime - 7.2.19 | Unbinding bundle: [org.ops4j.pax.web.pax-web-extender-whiteboard [106]]
2021-01-05T09:51:46,603 | INFO  | paxweb-config-1-thread-1 | Activator                        | 109 - org.ops4j.pax.web.pax-web-runtime - 7.2.19 | ServerControllerFactory is gone, HTTP Service is not available now.
2021-01-05T09:51:46,604 | INFO  | FelixStartLevel  | Activator                        | 109 - org.ops4j.pax.web.pax-web-runtime - 7.2.19 | Pax Web stopped
2021-01-05T09:51:46,640 | INFO  | FelixStartLevel  | CommandExtension                 | 36 - org.apache.karaf.shell.core - 4.2.10 | Unregistering commands for bundle org.apache.karaf.scr.state/4.2.10
2021-01-05T09:51:46,642 | INFO  | FelixStartLevel  | ServiceComponentRuntimeMBeanImpl | 62 - org.apache.karaf.scr.management - 4.2.10 | Deactivating the Apache Karaf ServiceComponentRuntime MBean
2021-01-05T09:51:46,654 | INFO  | FelixStartLevel  | CommandExtension                 | 36 - org.apache.karaf.shell.core - 4.2.10 | Unregistering commands for bundle org.apache.karaf.system.core/4.2.10
2021-01-05T09:51:46,659 | INFO  | FelixStartLevel  | CommandExtension                 | 36 - org.apache.karaf.shell.core - 4.2.10 | Unregistering commands for bundle org.apache.karaf.shell.ssh/4.2.10
2021-01-05T09:51:46,672 | INFO  | FelixStartLevel  | CommandExtension                 | 36 - org.apache.karaf.shell.core - 4.2.10 | Unregistering commands for bundle org.apache.karaf.bundle.core/4.2.10
2021-01-05T09:51:46,672 | INFO  | FelixStartLevel  | CommandExtension                 | 36 - org.apache.karaf.shell.core - 4.2.10 | Unregistering commands for bundle org.apache.karaf.shell.commands/4.2.10
2021-01-05T09:51:46,673 | INFO  | FelixStartLevel  | CommandExtension                 | 36 - org.apache.karaf.shell.core - 4.2.10 | Unregistering commands for bundle org.apache.karaf.package.core/4.2.10
2021-01-05T09:51:46,673 | INFO  | FelixStartLevel  | CommandExtension                 | 36 - org.apache.karaf.shell.core - 4.2.10 | Unregistering commands for bundle org.apache.karaf.kar.core/4.2.10
2021-01-05T09:51:46,673 | INFO  | FelixStartLevel  | CommandExtension                 | 36 - org.apache.karaf.shell.core - 4.2.10 | Unregistering commands for bundle org.apache.karaf.config.core/4.2.10
2021-01-05T09:51:46,674 | INFO  | FelixStartLevel  | CommandExtension                 | 36 - org.apache.karaf.shell.core - 4.2.10 | Unregistering commands for bundle org.apache.karaf.diagnostic.core/4.2.10
2021-01-05T09:51:46,675 | INFO  | FelixStartLevel  | CommandExtension                 | 36 - org.apache.karaf.shell.core - 4.2.10 | Unregistering commands for bundle org.apache.karaf.jaas.command/4.2.10
2021-01-05T09:51:46,675 | INFO  | FelixStartLevel  | CommandExtension                 | 36 - org.apache.karaf.shell.core - 4.2.10 | Unregistering commands for bundle org.apache.karaf.log.core/4.2.10
2021-01-05T09:51:46,675 | INFO  | FelixStartLevel  | CommandExtension                 | 36 - org.apache.karaf.shell.core - 4.2.10 | Unregistering commands for bundle org.apache.karaf.instance.core/4.2.10
2021-01-05T09:51:46,676 | INFO  | FelixStartLevel  | CommandExtension                 | 36 - org.apache.karaf.shell.core - 4.2.10 | Unregistering commands for bundle org.apache.karaf.service.core/4.2.10
2021-01-05T09:51:46,676 | INFO  | FelixStartLevel  | CommandExtension                 | 36 - org.apache.karaf.shell.core - 4.2.10 | Unregistering commands for bundle org.apache.karaf.deployer.kar/4.2.10
2021-01-05T09:51:46,676 | INFO  | FelixStartLevel  | CommandExtension                 | 36 - org.apache.karaf.shell.core - 4.2.10 | Unregistering commands for bundle org.apache.karaf.features.command/4.2.10
2021-01-05T09:51:46,682 | INFO  | FelixStartLevel  | core                             | 15 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.framework.FrameworkMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@5895383b with name osgi.core:type=framework,version=1.7,framework=org.apache.felix.framework,uuid=06cf52f4-6bd6-4975-a82b-f000785e39c5
2021-01-05T09:51:46,683 | INFO  | FelixStartLevel  | core                             | 15 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.framework.ServiceStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@5895383b with name osgi.core:type=serviceState,version=1.7,framework=org.apache.felix.framework,uuid=06cf52f4-6bd6-4975-a82b-f000785e39c5
2021-01-05T09:51:46,683 | INFO  | FelixStartLevel  | core                             | 15 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.service.cm.ConfigurationAdminMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@5895383b with name osgi.compendium:service=cm,version=1.3,framework=org.apache.felix.framework,uuid=06cf52f4-6bd6-4975-a82b-f000785e39c5
2021-01-05T09:51:46,684 | INFO  | FelixStartLevel  | core                             | 15 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.framework.wiring.BundleWiringStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@5895383b with name osgi.core:type=wiringState,version=1.1,framework=org.apache.felix.framework,uuid=06cf52f4-6bd6-4975-a82b-f000785e39c5
2021-01-05T09:51:46,684 | INFO  | FelixStartLevel  | core                             | 15 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.framework.PackageStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@5895383b with name osgi.core:type=packageState,version=1.5,framework=org.apache.felix.framework,uuid=06cf52f4-6bd6-4975-a82b-f000785e39c5
2021-01-05T09:51:46,685 | INFO  | FelixStartLevel  | core                             | 15 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.framework.BundleStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@5895383b with name osgi.core:type=bundleState,version=1.7,framework=org.apache.felix.framework,uuid=06cf52f4-6bd6-4975-a82b-f000785e39c5
2021-01-05T09:51:46,685 | WARN  | FelixStartLevel  | core                             | 15 - org.apache.aries.jmx.core - 1.1.8 | Task rejected for JMX Notification dispatch of event [org.osgi.framework.ServiceEvent[source=[javax.management.MBeanServer]]] - Dispatcher may have been shutdown
2021-01-05T09:51:46,704 | INFO  | FelixStartLevel  | core                             | 15 - org.apache.aries.jmx.core - 1.1.8 | Stopping JMX OSGi agent
2021-01-05T09:51:46,705 | INFO  | FelixStartLevel  | core                             | 15 - org.apache.aries.jmx.core - 1.1.8 | Unregistering MBean with ObjectName [osgi.compendium:service=cm,version=1.3,framework=org.apache.felix.framework,uuid=06cf52f4-6bd6-4975-a82b-f000785e39c5] for service with service.id [15]
Jan 05, 2021 9:52:05 AM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Trying to lock C:\Users\fangwainam\WIF3006_OSGI_Project\karaf-runtime\lock
Jan 05, 2021 9:52:05 AM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Lock acquired
Jan 05, 2021 9:52:05 AM org.apache.karaf.main.Main$KarafLockCallback lockAcquired
INFO: Lock acquired. Setting startlevel to 100
2021-01-05T09:52:06,545 | INFO  | CM Configuration Updater (ManagedService Update: pid=[org.ops4j.pax.logging]) | EventAdminConfigurationNotifier  | 6 - org.ops4j.pax.logging.pax-logging-log4j2 - 1.11.7 | Sending Event Admin notification (configuration successful) to org/ops4j/pax/logging/Configuration
2021-01-05T09:52:06,616 | INFO  | FelixStartLevel  | CommandExtension                 | 36 - org.apache.karaf.shell.core - 4.2.10 | Registering commands for bundle org.apache.karaf.bundle.core/4.2.10
2021-01-05T09:52:06,636 | INFO  | FelixStartLevel  | CommandExtension                 | 36 - org.apache.karaf.shell.core - 4.2.10 | Registering commands for bundle org.apache.karaf.config.core/4.2.10
2021-01-05T09:52:06,680 | INFO  | FelixStartLevel  | CommandExtension                 | 36 - org.apache.karaf.shell.core - 4.2.10 | Registering commands for bundle org.apache.karaf.deployer.kar/4.2.10
